1224500,LK,,KT,6.3615,80.1931,,,Kalutara,,Walallawita,Walallawita,Walallawita,0,12134
1229718,LK,,KG,7.4214,80.3303,,,Kurunegala,,Pothuhera,Pothuhera,"Pothuhera,Potuhera",0,60330
1233369,LK,,GQ,7.2083,79.8358,,,Gampaha,,Negombo,Negombo,"Negombas,Negombo,nei gong bo,nigonbo,nirkolumpu,nygwmbw,Негомбо,نیگومبو,நீர்கொழும்பு,මීගමුව,ニゴンボ,內貢博",137223,11500
1244498,LK,,KE,7.3073,80.3043,,,Kegalle,,Helamada,Helamada,,0,71046
1246257,LK,,KG,7.9645,80.3232,,,Kurunegala,,Gallewa,Gallewa,,0,60712
1251116,LK,,KY,7.4242,80.574,,,Kandy,,Ankumbura,Ankumbura-Udagama,,0,20150
8302935,LK,,KY,7.1998,80.7552,,,Kandy,,Unuwinna,Unuwinna,,0,20708
1235855,LK,,MT,7.4698,80.6217,,,Matale,,Matale,Matale,"Matale,Matale Town,matare,mattalai,Матале,ماتالے,மாத்தளை,මාතලේ,マータレー",36462,21000
1236470,LK,,KE,6.8886,80.4285,,,Kegalle,,Maliboda,Maliboda Estate,"Ihala Maliboda,Maliboda,Maliboda Estate",0,71411
1251347,LK,,PX,7.8786,80.008,,,Puttalam,,Anamaduwa,Anamaduwa,,0,61500
1226176,LK,,KE,7.4944,79.9094,,,Kegalle,,Tuntota,Tuntota,,0,71062
1229396,LK,,AD,8.6113,80.4715,,,Anuradhapura,,Punewa,Punewa,,0,50506
1230674,LK,,RN,6.5434,80.4528,,,Ratnapura,,Pebotuwa,Pebotuwa,,0,70045
1247142,LK,,HB,6.3362,81.2441,,,Hambantota,,Ellagala,Ellagala,,0,82619
1251127,LK,,KE,6.9221,80.374,,,Kegalle,,Anhettigama,Anhettigama,,0,71403
1223738,LK,,MH,5.97501,80.42968,,,Matara,,Weligama,Weligama,Weligama,22179,81700
1237497,LK,,KG,7.70611,80.49639,,,Kurunegala,,Madahapola,Madahapola,,0,60552
1241076,LK,,MJ,6.4134,81.3346,,,Moneragala,,Sella Kataragama,Kataragama,"Kataragama,Катарагама",20935,91405
1241076,LK,,MJ,6.4134,81.3346,,,Moneragala,,Kataragama,Kataragama,"Kataragama,Катарагама",20935,91400
1230002,LK,,KY,7.3472,80.5208,,,Kandy,,Poholiyadda,Poholiyadda,"Pohaliyadda,Poholiadda,Poholiyadda",0,20106
1232508,LK,,MT,7.45,80.56667,,,Matale,,Ovilikanda,Ovilikanda,"Ovilikanda,Owilikanda",0,21020
1240843,LK,,MT,7.5813,80.6267,,,Matale,,Kavudupelella,Kavudupelella,"Kavudupelella,Kawdupelella,Kawudupelella",0,21072
1244138,LK,,KY,7.2333,80.6,,,Kandy,,Hindagala,Hindagala,,0,20414
1248411,LK,,KY,7.01667,80.51667,,,Kandy,,Dekinda,Dekinda,Dekinda,0,20658
7616486,LK,,BD,6.8975,80.8705,,,Badulla,,Keppetipola,Keppetipola,Keppetipola,0,90350
1233410,LK,,GQ,7.0393,80.0197,,,Gampaha,,Nedungamuwa,Nedungamuwa,"Nedungamuwa,Nedungomuwa",0,11066
1241750,LK,,GQ,7.048,79.8937,,,Gampaha,,Kandana,Kandana,Kandana,33424,11320
1242184,LK,,BC,7.91667,81.56667,,,Batticaloa,,Kalkudah,Kalkudah,"Kal Kuda,Kalkudah",0,30410
1245472,LK,,TC,8.6749,80.9548,,,Trincomalee,,Gomarankadawala,Gomarankadawala,"Gomarankadawala,Gomarankadawela,Komarankatavai",0,31026
7433841,LK,,BD,7.2388,80.7293,,,Badulla,,Dulgolla,Dulgolla,,0,90104
7617892,LK,,APR,6.9952,81.3703,,,Ampara,,Namaloya,Namaloya Colony,,0,32037
7630378,LK,,BD,6.8945,81.1361,,,Badulla,,Bibilegama,Bibilegama West,,0,90502
1224346,LK,,GQ,7.0504,79.9226,,,Gampaha,,Walpola (WP),Walpola,,0,11012
1230932,LK,,AD,8.3864,80.3725,,,Anuradhapura,,Parasangahawewa,Parasangahawewa,,0,50055
1231035,LK,,MH,6.2328,80.5321,,,Matara,,Paragala,Paragala,,0,81474
1248607,LK,,PX,7.2964,79.8715,,,Puttalam,,Dankotuwa,Dankotuwa Town,"Dankotuwa,Dankotuwa Town",0,61130
1250599,LK,,KT,6.5084,80.2329,,,Kalutara,,Baduraliya,Baduraliya,"Baduraliya,Badureliya",0,12230
1250977,LK,,BD,7.1591,81.0761,,,Badulla,,Arawa,Arawa,,0,90017
1251993,LK,,KE,7.1259,80.3246,,,Kegalle,,Alawatura,Alawatura,,0,71204
1224688,LK,,KT,6.6686,79.9253,,,Kalutara,,Wadduwa,Meda Wadduwa,"Meda Wadduwa,Wadduwa",0,12560
1234316,LK,,PX,7.8087,79.8246,,,Puttalam,,Mundel,Mundel,"Mudal,Mundal,Mundel",0,61250
1247232,LK,,RN,6.6546,80.3712,,,Ratnapura,,Elapatha,Elapatha South,"Elapata,Elapatha,Elapatha South",0,70032
1249996,LK,,GQ,7.1229,80.0239,,,Gampaha,,Bemmulla,Bemmulla,,0,11040
1228183,LK,,MT,7.5916,80.5899,,,Matale,,Selagama,Selagama,Selagama,0,21058
1239611,LK,,RN,6.5681,80.4947,,,Ratnapura,,Kolombugama,Kolombugama,,0,70403
1243728,LK,,KG,7.60972,80.3925,,,Kurunegala,,Hunupola,Hunupola,,0,60582
1251574,LK,,GL,6.2355,80.0538,,,Galle,,Ambalangoda,Ambalangoda,"Ambalangoda,Ambalangoddi",20133,80300
1252196,LK,,GL,6.3136,80.0322,,,Galle,,Ahungalla,Ahungalla,Ahungalla,0,80562
7442098,LK,,TC,8.3249,80.9794,,,Trincomalee,,Agbopura,Agbopura,,0,31304
1223342,LK,,KG,7.41667,80.1,,,Kurunegala,,Wewagama,Wewagama,,0,60195
1225991,LK,,NW,7.0854,80.9165,,,Nuwara Eliya,,Udamadura,Udamadura,Udamadura,0,22285
1229655,LK,,AD,7.9261,80.5936,,,Anuradhapura,,Pubbogama,Pubbogama,,0,50122
1234639,LK,,KG,7.5073,80.4875,,,Kurunegala,,Morathiha,Morathiha Viharagama,"Morathiha Viharagama,Moratihe Viharagama",0,60038
1237463,LK,,PX,7.4979,79.8381,,,Puttalam,,Madampe,Madampe,"Madampe,Silva Town",0,61230
1244640,LK,,KY,7.3369,80.4658,,,Kandy,,Hataraliyadda,Hataraliyadda,Hataraliyadda,0,20060
1245770,LK,,RN,6.9052,80.2193,,,Ratnapura,,Getahetta,Getahetta,,0,70620
1247193,LK,,AD,8.3955,80.3103,,,Anuradhapura,,Elayapattuwa,Elayapattuwa,,0,50014
1224481,LK,,MH,5.99111,80.70194,,,Matara,,Walasgala,Walasgala,Walasgala,0,81220
1230021,LK,,GL,6.112,80.2105,,,Galle,,Poddala,Poddala,,0,80170
1239148,LK,,NW,6.9284,80.6061,,,Nuwara Eliya,,Kotagala,Kotagala,"Kotagala,Kotagala Town",0,22080
1240107,LK,,KG,7.4982,80.0977,,,Kurunegala,,Kirindawa,Kirindawa,,0,60212
1240637,LK,,KG,7.4939,80.1697,,,Kurunegala,,Kekunagolla,Kekunagolla,,0,60183
1241415,LK,,KG,7.4996,80.0548,,,Kurunegala,,Karagahagedara,Karagahagedara,,0,60106
1242775,LK,,HB,6.2212,80.7383,,,Hambantota,,Julampitiya,Julampitiya,"Jalampitiya,Julampitiya",0,82252
1250066,LK,,HB,6.0496,80.73252,,,Hambantota,,Beliatta,Beliatta,Beliatta,0,82400
1225896,LK,,KY,7.1727,80.8149,,,Kandy,,Udawatta,Udawatta,,0,20722
1236609,LK,,KY,7.33333,80.78333,,,Kandy,,Makuldeniya,Makuldeniya,Makuldeniya,0,20921
1248722,LK,,MH,6.2717,80.631,,,Matara,,Dampahala,Dampahala West,"Dampahala,Dampahala West",0,81612
1249810,LK,,BD,6.86306,80.86389,,,Badulla,,Bogahakumbura,Bogahakumbura,Bogahakumbura,0,90354
1251182,LK,,AD,8.1812,80.2013,,,Anuradhapura,,Angamuwa,Angamuwa,,0,50248
1223961,LK,,GQ,7.0176,79.9946,,,Gampaha,,Weboda,Weboda North,"Weboda,Weboda North",0,11858
1225643,LK,,RN,6.3649,80.6089,,,Ratnapura,,Ullinduwawa,Ullinduwawa,,0,70345
1228996,LK,,KE,7.31639,80.39056,,,Kegalle,,Rambukkana,Rambukkana,"Rambukkana,Rambukkana Bazaar",0,71100
1229787,LK,,KT,6.7373,80.1178,,,Kalutara,,Poruwedanda,Poruwedanda,,0,12432
1236114,LK,,GL,6.2307,80.3254,,,Galle,,Mapalagama,Mapalagama,,0,80112
1245504,LK,,BD,7.0691,80.9803,,,Badulla,,Godunna,Godunna,,0,90067
1247018,LK,,RN,6.34389,80.84889,,,Ratnapura,,Embilipitiya,Embilipitiya,"Embilipitiya,Embilipitiya Pallegama",0,70200
1239513,LK,,KE,7.265,80.433,,,Kegalle,,Kondeniya,Kondeniya,,0,71501
1243667,LK,,BD,6.7819,80.8931,,,Badulla,,Idalgashinna,Idalgashinna,Idalgashinna,0,96167
1248352,LK,,KE,6.9582,80.3174,,,Kegalle,,Deloluwa,Deloluwa,,0,71401
1248423,LK,,CO,6.85626,79.86159,,,Colombo,,Dehiwala,Dehiwala,"Dehiwala,Dehiwela",0,10350
1250859,LK,,KE,7.1453,80.2839,,,Kegalle,,Atale,Atale,,0,71363
1222862,LK,,GL,6.1619,80.2766,,,Galle,,Yatalamatta,Yatalamatta,,0,80107
1223580,LK,,KG,7.5556,80.3728,,,Kurunegala,,Wellawa,Wellawa,,0,60570
1242110,LK,,APR,7.40902,81.83472,,,Ampara,,Kalmunai,Kalmunai,Kalmunai,100171,32300
1247167,LK,,KG,7.3146,80.0516,,,Kurunegala,,Elibichchiya,Elibichchiya,"Elibichchiya,Elibichiya",0,60156
7542705,LK,,GQ,7.1371,79.9034,,,Gampaha,,Raddolugama,Raddolugama,"Raddolugama,Udagama",0,11400
1241174,LK,,MH,6.06667,80.66667,,,Matara,,Karatota,Karatota,,0,81318
1245164,LK,,CO,6.8708,80.0092,,,Colombo,,Habarakada,Habarakada,,0,10204
7474855,LK,,BD,7.0214,81.0879,,,Badulla,,Kuttiyagolla,Kuttiyagolla East,,0,90046
1226325,LK,,PX,7.4925,79.8061,,,Puttalam,,Toduwawa,Toduwawa North,"Toduwawa,Toduwawa North",0,61224
1228912,LK,,KY,7.35307,80.78355,,,Kandy,,Rangala,Rangala,Rangala,0,20922
1232828,LK,,KY,7.2291,80.6889,,,Kandy,,Nugaliyadda,Nugaliyadda,Nugaliyadda,0,20204
1239696,LK,,APR,7.186,81.5733,,,Ampara,,Koknahara,Koknahara,"Koknahara,Kokunarai",0,32035
