2512398,ES,IB,PM,39.51434,3.02197,07043,Baleares,Baleares,Porreres,Porreres,Porreres,"Porreras,Porreres",4597,07260
2512511,ES,AN,GR,37.16346,-3.50215,18157,Andalucia,Granada,Pinos Genil,Pinos Genil,Pinos Genil,,1236,18191
2512805,ES,AN,CO,38.42848,-4.76325,14051,Andalucia,Córdoba,Pedroche,Pedroche,Pedroche,Pedroche,1711,14412
2514520,ES,MC,MU,37.66667,-1.03333,30016,Murcia,Murcia,Cartagena,Los Piñuelas,Los Piñuelas,"Casa Las Pinuelas,Casa Las Piñuelas,Caserio Los Pinuelas,Caserío Los Piñuelas,Los Pinuelas,Los Piñuelas",0,30319
2516070,ES,AN,CO,37.69875,-4.95007,14017,Andalucia,Córdoba,"Carlota, La",Chica Carlota,La Chica Carlota,La Chica Carlota,0,14111
2518549,ES,VC,V,39.9,-0.98333,46262,Comunidad Valenciana,Valencia,La Yesa,El Chopo,El Chopo,El Chopo,0,46178
2520398,ES,VC,A,38.39711,-0.5831,03014,Comunidad Valenciana,Alicante,Alicante,La Cañada,Cañada,"Canada,Caserio Canada,Caserío Cañada,Cañada",0,03699
2521846,ES,CM,CR,38.51325,-3.49776,13016,Castilla - La Mancha,Ciudad Real,Almuradiel,Almuradiel,Almuradiel,Almuradiel,964,13760
2522419,ES,VC,A,38.44003,-0.63836,03002,Comunidad Valenciana,Alicante,Agost,Agost,Agost,"Agost,a ge si te,aghwst,dhstan agst,Агост,Ագոստ,أغوست,دهستان آگست,阿戈斯特",4593,03698
3104316,ES,PV,SS,43.28444,-2.16992,20079,Pais Vasco,Guipúzcoa,Zarautz,Zarautz,Zarautz,"Zarautz,Zarauz",22627,20800
3104810,ES,CL,LE,42.9134,-5.65674,24114,Castilla - Leon,León,"Pola de Gordón, La",Villasimpliz,Villasimpliz,Villasimpliz,0,24670
