3042244,IM,,IOM,54.16879,-4.72923,,,Isle of Man,,Dalby,Dalby,,0,IM5
3042201,IM,,IOM,54.17329,-4.45324,,,Isle of Man,,Onchan,Onchan,"Conchan,Kione Droghad,Onkan,Onkanas,Онкан",0,IM3
3042237,IM,,,54.15,-4.48333,,,,,Douglas,Douglas,"Daglas,Daglasa,Daglasas,Doolish,Douglas,Douglas pa Isle of Man,Douglas på Isle of Man,Douglas  Isle of Man,Dubh Lios,Duglas,Duqlas,Gorad Duglas,Ntanklas,Port Douglas,dagalasa,daglasa,dagurasu,daklas,dao ge la si,deogeulleoseu,duglasi,dwghlas,dwglas,taklacu,Ντάγκλας,Горад Дуглас,Даглас,Дуглас,Дъглас,דאגלס,دوغلاس,دوگلاس,ڈگلس,डग्लस,ਡਗਲਸ,டக்லசு,ดักลาส,დუგლასი,ダグラス,道格拉斯,더글러스",26218,IM2
3042237,IM,,IOM,54.15,-4.48333,,,Isle of Man,,Douglas,Douglas,"Daglas,Daglasa,Daglasas,Doolish,Douglas,Douglas pa Isle of Man,Douglas på Isle of Man,Douglas  Isle of Man,Dubh Lios,Duglas,Duqlas,Gorad Duglas,Ntanklas,Port Douglas,dagalasa,daglasa,dagurasu,daklas,dao ge la si,deogeulleoseu,duglasi,dwghlas,dwglas,taklacu,Ντάγκλας,Горад Дуглас,Даглас,Дуглас,Дъглас,דאגלס,دوغلاس,دوگلاس,ڈگلس,डग्लस,ਡਗਲਸ,டக்லசு,ดักลาส,დუგლასი,ダグラス,道格拉斯,더글러스",26218,IM1
3042267,IM,,IOM,54.1,-4.68333,,,Isle of Man,,Ballabeg,Ballabeg,Ballabeg,0,IM9
