3198905,HR,,,45.5975,15.87944,,Zagrebačka,,Pisarovina,Bregana Pisarovinska,Jamnica Pisarovinska,"Jamnica,Jamnica Pisarovinska,Pisarovinska Jamnica",54,10451
3198905,HR,,,45.5975,15.87944,,Zagrebačka,,Pisarovina,Jamnica Pisarovinska,Jamnica Pisarovinska,"Jamnica,Jamnica Pisarovinska,Pisarovinska Jamnica",54,10451
3199465,HR,,,45.42611,16.58194,,Sisačko-Moslavačka,,Gušće,Gušće,Gušće,"Gusca,Gusce,Gusice,Gušiće,Gušća,Gušće",385,44203
3199530,HR,,,42.72833,18.01528,,Dubrovačko-Neretvanska,,Orašac,Gromača,Gromača,,146,20234
3199888,HR,,,45.4,15.43333,,Karlovačka,,Zvečaj,Gornji Zvečaj,Gornji Zvečaj,"Gornji Zvecaj,Gornji Zvečaj,Zvecaj,Zvečaj",0,47261
3199888,HR,,,45.4,15.43333,,Karlovačka,,Zvečaj,Zvečaj,Gornji Zvečaj,"Gornji Zvecaj,Gornji Zvečaj,Zvecaj,Zvečaj",0,47261
3199888,HR,,,45.4,15.43333,,Karlovačka,,Generalski Stol,Gornji Zatezali,Gornji Zvečaj,"Gornji Zvecaj,Gornji Zvečaj,Zvecaj,Zvečaj",0,47262
3199919,HR,,,44.35167,16.11639,,Zadarska,,Srb,Srb (Gornji i Donji),Gornji Srb,,0,23445
3200046,HR,,,42.64111,18.15583,,Dubrovačko-Neretvanska,,Mlini,Brgat Gornji,Gornji Brgat,"Gornji Brcat,Gornji Brgat,Gornji Brčat",199,20207
3200164,HR,,,46.0,16.41667,,Koprivničko-Križevačka,,Koprivnica,Gornja Velika,Gornja Velika,,62,48000
3200622,HR,,,43.71181,16.66154,,Splitsko-Dalmatinska,,Sinj,Glavice,Glavice,,0,21230
3200771,HR,,,46.23361,16.20389,,Varaždinska,,Radovan,Gačice,Gačice,,355,42242
3201373,HR,,,46.32917,16.78667,,Međimurska,,Donji Vidovec,Donji Vidovec,Donji Vidovec,Donji Vidovec,0,40327
3201516,HR,,,46.02639,16.91167,,Koprivničko-Križevačka,,Virje,Donje Zdjelice,Donje Zdelice,,0,48326
3201596,HR,,,46.3,16.01667,,Varaždinska,,Donja Višnjica,Donja Višnjica,Donja Višnjica,,542,42255
3202344,HR,,,45.7075,18.295,,Osječko-Baranjska,,Črnkovci,Črnkovci,Črnkovci,"Crnkovci,Črnkovci",810,31553
3203270,HR,,,45.63333,15.54083,,Zagrebačka,,Krašić,Brlenić,Brlenić,,195,10454
3204159,HR,,,45.21056,17.61472,,Brodsko-Posavska,,Nova Kapela,Bili Brig,Bili Brig,,272,35410
3214673,HR,,,45.27944,15.29806,,Karlovačka,,Gornje Dubrave,Perići,Perići,,0,47263
3238630,HR,,,45.3625,17.70583,,Požeško-Slavonska,,Požega,Alaginci,Alaginci,Alaginci,198,34000
3238993,HR,,,45.29722,17.85361,,Požeško-Slavonska,,Pleternica,Svilna,Svilna,Svilna,139,34310
3263725,HR,,,42.64111,18.19556,,Dubrovačko-Neretvanska,,Mlini,Buići,Buići,,359,20207
3287833,HR,,,45.31889,17.05972,,Sisačko-Moslavačka,,Rajić,Jazavica,Jazavica,,398,44323
3186337,HR,,,44.19361,16.05694,,Zadarska,,Zrmanja,Zrmanja Vrelo,Zrmanja Vrelo,"Vrelo,Zrmanja Vrelo",28,23443
3186647,HR,,,43.55389,15.93833,,Šibensko-Kninska,,Rogoznica,Zečevo Rogozničko,Zečevo,"Velika Zecevo,Velika Zečevo,Zecevo,Zecevo Rogoznicko,Zečevo,Zečevo Rogozničko",0,22203
3186665,HR,,,45.68333,15.65,,Zagrebačka,,Jastrebarsko,Zdihovo,Zdihovo,,306,10450
3189379,HR,,,43.03333,15.75,,Splitsko-Dalmatinska,,Komiža,Sveti Andrija,Sveti Andrija,,0,21485
3189639,HR,,,44.71056,15.34972,,Ličko-Senjska,,Perušić,Studenci,Studenci,,44,53202
3193493,HR,,,45.29194,15.86389,,Sisačko-Moslavačka,,Topusko,Perna,Perna,,176,44415
3197268,HR,,,45.42139,16.90417,,Požeško-Slavonska,,Požega,Krivaj,Krivaj,,0,34000
3197268,HR,,,45.42139,16.90417,,Sisačko-Moslavačka,,Banova Jaruga,Krivaj,Krivaj,,0,44321
3198735,HR,,,45.6,15.58333,,Karlovačka,,Draganići,Jazvaci,Jazvaci,,0,47201
3200788,HR,,,45.11108,14.56628,,Primorsko-Goranska,,Malinska,Gabonjin,Gabonjin,,201,51511
3201412,HR,,,43.46972,17.15639,,Splitsko-Dalmatinska,,Donji Proložac,Donji Proložac,Donji Proložac,"Donji Prolozac,Donji Proložac,Prolozac Donji,Proložac Donji",0,21264
3201453,HR,,,46.28028,16.39361,,Varaždinska,,Varaždin,Donji Kućan,Donji Kućan,,716,42000
3202291,HR,,,45.025,13.85972,,Istarska,,Svetvinčenat,Cukrići,Cukrići,"Cukriai,Cukrici,Cukriái,Cukrići",154,52342
3203234,HR,,,45.45722,14.85778,,Primorsko-Goranska,,Brod na Kupi,Brod na Kupi,Brod na Kupi,"Brod,Brod na Kupi",207,51301
3204090,HR,,,45.43833,17.60889,,Požeško-Slavonska,,Velika,Biškupci,Biškupci,,354,34330
3204552,HR,,,44.00111,15.29444,,Zadarska,,Ždrelac,Banj,Banj,"Bagno,Banj",193,23263
3278132,HR,,,43.65,16.77667,,Splitsko-Dalmatinska,,Grab,Podi,Podi,,0,21242
3281605,HR,,,43.41694,17.17611,,Splitsko-Dalmatinska,,Kamenmost,Drum,Drum,,0,21262
8741104,HR,,,45.36125,14.30553,,Primorsko-Goranska,,Matulji,Mihotići,Mihotići,,1050,51211
3186943,HR,,,43.43139,16.88972,,Splitsko-Dalmatinska,,Zadvarje,Zadvarje,Zadvarje,"Duare,Duari,Zadvarje,Zadvorje",0,21255
3187358,HR,,,45.75,17.8,,Virovitičko-Podravska,,Čađavica,Vraneševci,Vraneševci,"Vranjesevac,Vranješevac",152,33523
3187777,HR,,,42.98861,17.09528,,Dubrovačko-Neretvanska,,Kućište,Viganj,Viganj,Viganj,0,20267
3187897,HR,,,45.1,14.03639,,Istarska,,Labin,Veli Turini,Veli Turini,"Veli Turini,Villa Turrini",45,52220
3188660,HR,,,44.70361,15.72389,,Ličko-Senjska,,Korenica,Tuk Bjelopoljski,Tuk Bjelopoljski,"Bjelopoljski Tuk,Tuk,Tuk Bjelopoljski,Tuk Bjelopolski",15,53230
3189097,HR,,,45.53296,16.38478,,Sisačko-Moslavačka,,Sisak,Tišina Erdedska,Tišina Erdedska,"Erdedska Tisina,Erdedska Tišina,Erdeljska Tisina,Erdeljska Tišina,Tisina Erdedska,Tišina Erdedska",305,44000
3192002,HR,,,45.30722,13.80694,,Istarska,,Karojba,Rakotule,Rakotule,"Rakotole,Rakotule",226,52423
3192208,HR,,,42.95361,17.03694,,Dubrovačko-Neretvanska,,Pupnat,Pupnat,Pupnat,Pupnat,391,20274
3193667,HR,,,45.71667,15.56667,,Zagrebačka,,Gorica Svetojanska,Paljugi,Paljugi,,10,10453
3194379,HR,,,45.315,13.55806,,Istarska,,Novigrad (Cittanova),Novigrad,Novigrad,"Aemonia Nova,Cittanova,Cittanova d'Istria,Cittanova d’Istria,Novigrad,novu~igurado,nuo wei ge lei,Новиград,Новіград,نوی‌گراد، ایالت ایستریا,نۆڤیگراد,ノヴィグラード,諾維格勒",2642,52466
3194508,HR,,,43.72639,16.21444,,Šibensko-Kninska,,Unešić,Nevest,Nevest,"Nevest,Nevešt",103,22323
3196503,HR,,,44.96444,15.69972,,Karlovačka,,Drežnik Grad,Lipovača Drežnička,Lipovača,,0,47246
3197493,HR,,,45.24389,16.21139,,Sisačko-Moslavačka,,Mali Gradac,Kozaperovica,Kozaperovica,,0,44405
3198103,HR,,,46.04982,15.74418,,Krapinsko-Zagorska,,Klanjec,Klanjec,Klanjec,"Klanec,Klanjec,Klanyecz,ke la nie ci,klanyts,Кланец,Кланєц,Клањец,کلانیتس,کلانیێتس,克拉涅茨",565,49290
3198150,HR,,,44.43444,15.63333,,Ličko-Senjska,,Lovinac,Kik,Kik,,4,53244
3200150,HR,,,45.68333,15.78333,,Zagrebačka,,Jastrebarsko,Gornja Zdenčina,Gornja Zdenčina,,161,10450
3200275,HR,,,45.46667,15.98333,,Sisačko-Moslavačka,,Gornja Bučica,Gornja Bučica,Gornja Bučica,"Bucica,Bucicka,Bučica,Bučička,Gornja Bucica,Gornja Bučica",128,44425
3200571,HR,,,46.11556,16.87444,,Koprivničko-Križevačka,,Koprivnički Bregi,Glogovac,Glogovac,,924,48324
3200602,HR,,,44.99472,15.33694,,Ličko-Senjska,,Križpolje,Glibodol,Glibodol,"Dabar Glibodol,Dabarski Glibodol,Glibadol,Glibodol",6,53261
3200853,HR,,,46.46667,16.51667,,Međimurska,,Vratišinec,Ferketinec,Ferketinec,,208,40316
3201700,HR,,,45.33031,15.93069,,Sisačko-Moslavačka,,Gvozd,Donja Čemernica,Donja Čemernica,"Donja Cemernica,Donja Čemernica",170,44410
