11591912,AT,02,210,46.73507,14.10408,21002,Kärnten,Politischer Bezirk Feldkirchen,Feldkirchen in Kärnten,Guttaring,Guttaring,,20,9560
11592160,AT,08,801,47.20584,9.64273,80116,Vorarlberg,Politischer Bezirk Bludenz,Nenzing,Mittelberg,Mittelberg,,956,6820
11594054,AT,02,210,46.76309,14.10898,21010,Kärnten,Politischer Bezirk Feldkirchen,Steuerberg,Prapra,Prapra,,13,9560
11594150,AT,02,203,46.63205,13.48237,20305,Kärnten,Politischer Bezirk Hermagor,Hermagor-Pressegger See,Siebenbrünn,Siebenbrünn,,4,9615
11594519,AT,06,614,47.18948,14.34196,61440,Steiermark,Politischer Bezirk Murau,Oberwölz,Schönberg-Lachtal,Schönberg-Lachtal,,418,8831
11609102,AT,04,408,48.3221,13.80608,40835,Oberösterreich,Politischer Bezirk Grieskirchen,Peuerbach,Niederaching,Niederaching,,20,4722
11609215,AT,04,408,48.19413,13.70948,40833,Oberösterreich,Politischer Bezirk Grieskirchen,Weibern,Einberg,Einberg,,25,4675
11610170,AT,04,404,48.05347,13.08021,40417,Oberösterreich,Politischer Bezirk Braunau am Inn,Kirchberg bei Mattighofen,Alterding,Alterding,,10,5232
11610421,AT,04,414,48.39308,13.49533,41426,Oberösterreich,Politischer Bezirk Schärding,Taufkirchen an der Pram,Schratzberg,Schratzberg,,21,4774
11610524,AT,04,412,48.22253,13.53327,41222,Oberösterreich,Politischer Bezirk Ried im Innkreis,Peterskirchen,Böcklarn,Böcklarn,,45,4743
11610565,AT,04,412,48.29322,13.4207,41228,Oberösterreich,Politischer Bezirk Ried im Innkreis,Sankt Martin im Innkreis,Karchham,Karchham,,53,4973
11612369,AT,04,404,48.1931,13.25076,40434,Oberösterreich,Politischer Bezirk Braunau am Inn,Roßbach,Schwathof,Schwathof,,14,5273
11668597,AT,04,414,48.42769,13.56275,41404,Oberösterreich,Politischer Bezirk Schärding,Diersbach,Mayberg,Mayberg,,22,4776
11668923,AT,04,412,48.32384,13.48615,41212,Oberösterreich,Politischer Bezirk Ried im Innkreis,Lambrechten,Kromberg,Kromberg,,27,4772
11668927,AT,04,412,48.32073,13.54867,41212,Oberösterreich,Politischer Bezirk Ried im Innkreis,Lambrechten,Rabenstreit,Rabenstreit,,11,4772
11669108,AT,03,319,48.26246,15.81276,31946,Niederösterreich,Politischer Bezirk Sankt Pölten,Perschling,Wieselbruck,Wieselbruck,,16,3142
11670074,AT,04,413,48.5961,13.89374,41326,Oberösterreich,Politischer Bezirk Rohrbach,Peilstein im Mühlviertel,Oberpeilstein,Oberpeilstein,,25,4153
11670074,AT,04,413,48.5961,13.89374,41338,Oberösterreich,Politischer Bezirk Rohrbach,Sarleinsbach,Oberpeilstein,Oberpeilstein,,25,4152
11694672,AT,04,414,48.34022,13.5284,41402,Oberösterreich,Politischer Bezirk Schärding,Andorf,Hutstock,Hutstock,,7,"4772,4770"
11746700,AT,05,503,47.97263,12.88786,50329,Salzburg,Politischer Bezirk Salzburg-Umgebung,Sankt Georgen bei Salzburg,Eching,Eching,,1300,5113
11747269,AT,04,413,48.63209,13.9968,41343,Oberösterreich,Politischer Bezirk Rohrbach,Aigen-Schlägl,Unterneudorf,Unterneudorf,,26,4160
11747284,AT,04,404,48.25334,13.17068,40446,Oberösterreich,Politischer Bezirk Braunau am Inn,Weng im Innkreis,Leithen,Leithen,,25,4952
11747535,AT,04,404,48.13596,13.19776,40420,Oberösterreich,Politischer Bezirk Braunau am Inn,Maria Schmolln,Utzeneck,Utzeneck,,36,5241
11903731,AT,04,411,48.24304,14.53496,41111,Oberösterreich,Politischer Bezirk Perg,Mauthausen,Heinrichsbrunn,Heinrichsbrunn,Heinrichsbrunn,724,4310
11905986,AT,02,207,46.65577,13.87478,20724,Kärnten,Politischer Bezirk Villach Land,Treffen am Ossiacher See,Seespitz,Seespitz,,277,9521
2606227,AT,03,310,48.78434,15.97451,31038,Niederösterreich,Politischer Bezirk Hollabrunn,Retzbach,Mitterretzbach,Mitterretzbach,,235,2070
2761031,AT,04,408,48.21887,13.67433,40823,Oberösterreich,Politischer Bezirk Grieskirchen,Rottenbach,Winkling,Winkling,,53,4681
2761161,AT,04,418,48.15,13.9,41808,Oberösterreich,Wels-Land,Gunskirchen,Wimberg,Wimberg,,17,4623
2761730,AT,04,409,48.04464,14.08267,40913,Oberösterreich,Politischer Bezirk Kirchdorf an der Krems,Ried im Traunkreis,Weigersdorf,Weigersdorf,,99,4551
2761743,AT,03,319,48.20923,15.87696,31926,Niederösterreich,Politischer Bezirk Sankt Pölten,Neulengbach,Weiding,Weiding,,35,3040
2762127,AT,02,208,46.55414,14.72288,20807,Kärnten,Politischer Bezirk Völkermarkt,Globasnitz,Wackendorf / Vecna vas,Wackendorf,"Vecna Ves,Večna Ves",139,9142
2765117,AT,03,325,48.67552,15.00505,32525,Niederösterreich,Politischer Bezirk Zwettl,Schweiggers,Siebenlinden,Siebenlinden,,162,"3931,3922"
2765581,AT,08,801,47.06667,9.91667,80122,Vorarlberg,Politischer Bezirk Bludenz,Schruns,Schruns,Schruns,"Schruns,Shruns,shi lun si,Шрунс,施伦斯",3818,6780
2766435,AT,03,305,48.044,14.62182,30530,Niederösterreich,Politischer Bezirk Amstetten,St. Peter in der Au,St. Peter in der Au-Markt,Sankt Peter in der Au Markt,"Sankt Peter,Sankt Peter in der Au,Sankt Peter in der Au Markt,St. Peter in der Au-Markt",2040,3352
2766767,AT,05,505,47.15,13.78333,50507,Salzburg,Politischer Bezirk Tamsweg,Sankt Andrä im Lungau,Sankt Andrä im Lungau,Sankt Andrä im Lungau,"Sankt Andra,Sankt Andra im Lungau,Sankt Andrä,Sankt Andrä im Lungau",761,5572
2767030,AT,02,204,46.56667,14.41667,20402,Kärnten,Politischer Bezirk Klagenfurt Land,Ebenthal in Kärnten,Rottenstein,Rottenstein,,118,9065
2767309,AT,06,610,46.85,15.56667,61027,Steiermark,Politischer Bezirk Leibnitz,Ragnitz,Rohr,Rohr,,62,8413
2767894,AT,02,204,46.67684,14.33399,20418,Kärnten,Politischer Bezirk Klagenfurt Land,Maria Saal,Ratzendorf,Ratzendorf,,225,9063
2768224,AT,04,416,48.32829,14.12756,41626,Oberösterreich,Politischer Bezirk Urfahr-Umgebung,Walding,Purwörth,Purwörth,,0,4111
2769506,AT,03,323,47.87848,16.02459,32332,Niederösterreich,Politischer Bezirk Wiener Neustadt,Waldegg,Oed,Oed,,155,2755
2770077,AT,03,319,48.29781,15.76349,31912,Niederösterreich,Politischer Bezirk Sankt Pölten,Herzogenburg,Oberhameten,Oberhameten,,31,3454
2770281,AT,02,205,47.08333,14.36667,20505,Kärnten,Politischer Bezirk Sankt Veit an der Glan,Friesach,Oberdorf I,Oberdorf,,0,9361
2770614,AT,07,705,47.53333,12.08333,70515,Tirol,Politischer Bezirk Kufstein,Langkampfen,Niederbreitenbach,Niederbreitenbach,,1132,6336
