3079077,CZ,,3503,50.54016,13.41333,,,Chomutov,,Boleboř,Boleboř,"Boleborzh,Gottersdorf,Göttersdorf,Болеборж",197,431 21
3079082,CZ,,3711,49.03864,17.81487,,,Uherské Hradiště,,Bojkovice,Bojkovice,"Bojkovice,Bojkowitz,bo yi ke wei cai,Бойковице,Бојковице,博伊科維采",4742,687 71
3079151,CZ,,3806,49.89964,17.63809,,,Opava,,Bohdanovice,Bohdanovice,"Bohdanovice,Boidensdorf",0,747 55
3079239,CZ,,3205,49.8909,15.03019,,,Kutná Hora,,Bláto,Bláto,,0,285 04
3061408,CZ,,3501,50.67836,14.57911,,,Česká Lípa,,Žizníkov,Žizníkov,"Schiessnig,Ziznikov,Žizníkov",0,470 01
3061426,CZ,,3208,50.29398,15.13699,,,Nymburk,,Žitovlice,Žitovlice,,138,289 34
3061831,CZ,,3606,50.11149,15.83629,,,Pardubice,,Zástava,Zástava,,0,533 04
3062434,CZ,,3709,49.33301,17.21833,,,Prostějov,,Vrchoslavice,Vrchoslavice,,601,798 27
3062450,CZ,,3506,50.39024,14.14215,,,Litoměřice,,Vrbka,Vrbka,,0,413 01
3062907,CZ,,3707,49.33451,15.57676,,,Jihlava,,Vílanec,Vílanec,Willenz,293,588 35
3063002,CZ,,3603,49.96952,15.80803,,,Chrudim,,Vestec,Vestec,,0,"537 01,538 43"
3063073,CZ,,3308,49.24969,14.67688,,,Tábor,,Vesce,Vesce,,241,392 01
3064053,CZ,,3209,49.93032,14.76203,,,Praha-východ,,Třemblat,Třemblat,,0,251 65
3064206,CZ,,3611,49.93616,16.22453,,,Ústí nad Orlicí,,Tisová,Tisová,Tisau,497,566 01
3064561,CZ,,3202,49.96891,14.13316,,,Beroun,,Svatý Jan pod Skalou,Svatý Jan pod Skalou,"Svati Jan pod Skalom,Свати Јан под Скалом",115,266 01
3064707,CZ,,3308,49.29017,14.53774,,,Tábor,,Sudoměřice u Bechyně,Sudoměřice,"Sudomerice,Sudomeritz,Sudoměřice,Sudoměřitz",0,391 72
3064766,CZ,,3707,49.30101,15.57744,,,Jihlava,,Suchá,Suchá,"Durre,Dürre",240,588 33
3064994,CZ,,3206,50.40698,14.51329,,,Mělník,,Strážnice,Strážnice,,0,277 24
3065171,CZ,,3710,49.08401,15.6502,,,Třebíč,,Štěpkov,Štěpkov,,111,675 26
3065456,CZ,,3308,49.3796,14.49507,,,Tábor,,Stádlec,Stádlec,Staletz,618,391 62
3065941,CZ,,3708,49.23596,17.34803,,,Kroměříž,,Skržice,Skržice,,0,768 02
3066625,CZ,,3605,50.36093,15.87308,,,Náchod,,Rtyně,Rtyně,,0,551 01
3066744,CZ,,3204,50.07423,14.80145,,,Kolín,,Rostoklaty,Rostoklaty,,412,281 71
3066786,CZ,,3808,49.46592,17.3912,,,Přerov,,Rokytnice,Rokytnice,Roketnitz,1422,751 04
3067130,CZ,,3308,49.51412,14.86828,,,Tábor,,Radostovice,Radostovice,,0,"391 43,391 55"
3067407,CZ,,3701,49.57217,16.49755,,,Blansko,,Prostřední Poříčí,Prostřední Poříčí,,270,679 62
3067448,CZ,,3605,50.46261,15.96372,,,Náchod,,Proruby,Proruby,,0,552 05
3067771,CZ,,3304,49.45877,15.04225,,,Pelhřimov,,Pošná,Pošná,Poschna,207,395 01
3067776,CZ,,3803,49.86247,18.42818,,,Karviná,,Poruba,Poruba,"Porcoa,Poruba,Porçoa",0,735 14
3067912,CZ,,3201,49.69691,14.85257,,,Benešov,,Polánka,Polánka,,0,258 01
3068377,CZ,,3301,48.93282,14.68569,,,České Budějovice,,Petrovice,Petrovice,,0,373 12
3068413,CZ,,3205,49.75481,15.18161,,,Kutná Hora,,Pertoltice,Pertoltice,,170,285 22
3068646,CZ,,3609,49.7025,16.68179,,,Svitavy,,Pacov,Pacov,"Pacov,Putzendorf",0,571 01
3068859,CZ,,3208,50.26844,15.36546,,,Nymburk,,Osek,Osek,,165,289 02
3068917,CZ,,3208,50.17248,15.25767,,,Nymburk,,Opočnice,Opočnice,,389,289 04
3069024,CZ,,3607,50.37262,16.31004,,,Rychnov nad Kněžnou,,Olešnice v Orlických horách,Olešnice v Orlických horách,"Giesshubel,Giesshübel,Oleshnice v Orlickikh khorakh,Olesnice v Orlickych horach,Олешњице в Орлицких хорах",470,517 83
3069024,CZ,,3607,50.37262,16.31004,,,Rychnov nad Kněžnou,,Deštné v Orlických horách,Olešnice v Orlických horách,"Giesshubel,Giesshübel,Oleshnice v Orlickikh khorakh,Olesnice v Orlickych horach,Олешњице в Орлицких хорах",470,517 91
3069899,CZ,,3713,48.94224,16.08841,,,Znojmo,,Němčičky,Němčičky,,96,671 53
3069980,CZ,,3602,50.23737,15.63276,,,Hradec Králové,,Nechanice,Nechanice,"Nechanices,Nechanicės,Nechanitz,Nekhanice,nei ha ni cai,Нехањице,內哈尼采",2183,503 15
3070648,CZ,,3712,49.15937,17.07112,,,Vyškov,,Milonice,Milonice,,335,683 33
3070907,CZ,,3406,49.51948,13.53265,,,Plzeň-jih,,Měcholupy,Měcholupy,,193,335 51
3071022,CZ,,3407,49.98588,13.46504,,,Plzeň-sever,,Mariánský Týnec,Mariánský Týnec,,0,331 41
3071140,CZ,,3509,50.612,13.92294,,,Teplice,,Malhostice,Malhostice,,0,417 62
3071174,CZ,,3203,50.06109,14.09031,,,Kladno,,Malé Kyšice,Malé Kyšice,,258,273 51
3071294,CZ,,3802,49.66667,18.3,,,Frýdek-Místek,,Lysůvky,Lysůvky,,0,739 42
